index,Texto,Texto limpio,Categoría
2319,"La senadora del PAN, Lilly Téllez, criticó el acuerdo para traer la vacuna rusa a México, pues aseguró que esta apenas está siendo analizada por la OMS https://t.co/AN5ftWqctB https://t.co/8nluzYY2iW",aristeguienvivo cada martes directo ministro retiro jrcossio analizar gastos organismos autónomos caso julian assange,Noticia
683,"""Lo malo de las mejores historias es que duran muy poco.",sistemas usa metro parte tecnología pasada necesita mantenimiento transformadores reciben mil volts bajan mil distribuirlos líneas detalla jorgegavino ex director gral stc metro,Frase/Pensamiento
901,"""Y cuando menos esperas, las cosas buenas llegan.""",través libro inah recupera códice prehispánico,Frase/Pensamiento
6882,"Divisaron al extranjero un martes por la tarde. 
-¡Regrésate a tu país! le gritaron.
-¡Nos robas el trabajo!
Regresó a su casa cabizbajo. Cada día le robaban la esperanza. #martesmge",divisaron extranjero martes tarde regrésate país gritaron robas trabajo regresó casa cabizbajo cada día robaban esperanza martesmge,Microficción
3536,El plan de Tatiana Clouthier para reactivar la economía: Galván Ochoa https://t.co/kM2yZ5vSNH https://t.co/FjurtK4Ung,mientras sepa importa diga gente,Noticia
1676,Seguramente siempre me dolerá verte con otra persona.,cómo percibe corrupción tiempos pandemia,Frase/Pensamiento
5602,Decidí un martes que sin tus labios no podía seguir viviendo y tenía razón. Estuve muerto en vida hasta que volví a besarlos.,decidí martes labios podía seguir viviendo razón muerto vida volví besarlos,Microficción
605,"¿Feo? Feo es verte ""En línea"" y que no me hables.",pagamos publicidad promovemos contenido pagado ninguna red social embargo deben transparentarse criterios cómo circula información cuáles algoritmos empresas aplican usuarios jesusrcuevas,Frase/Pensamiento
2037,"""La sencillez enamora.""",condenan años prisión estudiante presuntamente dañó sede principal partido putin,Frase/Pensamiento
6864,"La puerta caprichosa que es tu boca me confunde y me doblega. A veces lejos es cerca, otras estando tan cerca que casi somos uno, me aleja con un directo hecho palabras. Ha sido así que lo he entendido: ""qué importa ser poeta o ser basura"".",puerta caprichosa boca confunde doblega veces lejos cerca tan cerca casi aleja directo hecho palabras sido así entendido importa ser poeta ser basura,Microficción
636,"Si fuiste feliz con la persona incorrecta, imagínate con la persona correcta.",impedimento dar información salud amlo asegura jesús ramírez cuevas,Frase/Pensamiento
1674,"""Pase lo que pase, sólo tienes dos opciones: que sea un buen recuerdo o que sea una buena lección.""",violencia digital mujeres señaladamente grave sánchez cordero,Frase/Pensamiento
2375,"Se han confirmado 16 mil casos de Covid-19 en bebés; 522 han fallecido
https://t.co/3wbPvsq7NN https://t.co/YSMimYa5xA",denisedresserg fe erratas reforma electoral refirió politóloga mesa viernes publicó tuit ver video completo visita liga,Noticia
217,"""Quien te hace daño es quien al final te necesita.""",muere covid19 subsecretario gobierno cdmx avelino méndez tuit,Frase/Pensamiento
3074,"La medida implica que el mandatario no podrá publicar en redes, al menos, hasta después de la transición del poder a Joe Biden el próximo 20 de enero.

https://t.co/xSoD1uYEcg",problema importa casi importa importa demasiado,Noticia
4188,"2020, el año en que el Covid-19 golpeó al mundo | #Video
https://t.co/UiNt2OMsBg https://t.co/mw5CB3VIYS",dormir pensar callar gritar reír llorar olvidar sufrir,Noticia
7129,"Prendió la mecha un martes. Luces de colores y petardeos sobresaltaron a los vecinos. Su madre estaba que echaba chispas.
-Me dijeron que por qué no lo hacía en casa-se defendió el niño.
#martesmge",prendió mecha martes luces colores petardeos sobresaltaron vecinos madre echaba chispas dijeron hacía casase defendió niño martesmge,Microficción
6156,Cuando robaron el telón los más pobres vistieron de terciopelo. #CuentosDe10,robaron telón pobres vistieron terciopelo cuentosde10,Microficción
1762,"""Las personas que realmente nos quieren nunca nos abandonan.""",ataque ocurrió sábado salida tienda comestibles,Frase/Pensamiento
2266,"'Si no lo iban a procesar, ¿por qué no dejaron al general Salvador Cienfuegos aquí en los EE.UU.? ¿Tenían temor de lo que iba a declarar?', preguntó Mike Vigil, exdirector de Operaciones de la DEA.

Aquí toda la información 👉 https://t.co/x8cCBgIaJ4 https://t.co/8cVvamImLC",informa rosa icela rodríguez hoy hará nueva prueba covid,Noticia
5931,"Aquel martes durante el embarque todos le miraban perturbados. Así fue como pasó desapercibido el terrorista, mientras la multitud trataba de adivinar si el disfraz de su gancho era de payaso o de joker.",aquel martes embarque miraban perturbados así pasó desapercibido terrorista mientras multitud trataba adivinar si disfraz gancho payaso joker,Microficción
7733,"@yosoytuotroyo Tu sonrisa, siempre tu sonrisa... La de tus ojos, la de tu boca, la de tu sexo, todas provocan.",yosoytuotroyo sonrisa siempre sonrisa ojos boca sexo todas provocan,Microficción
598,Siempre... https://t.co/BapTsxVvML,posee unam mil archivos sonoros únicos irrepetibles diversas regiones méxico académica video,Frase/Pensamiento
416,"Hay teléfonos, emails, facebook, twitter, whatsapp, cartas, telegramas y señales de humo. Si no te habla es porque no quiere.",maltrato menores método disciplina contrario dignidad scjn,Frase/Pensamiento
3607,"La crisis 'vino como anillo al dedo', 'Eso sí calienta' y otros momentos han sido los más vistos en Aristegui Noticias.
https://t.co/d2hTxF5pEc",errores sirvan experiencia excusas,Noticia
6436,"Añoraba la época en la que lo único que necesitaba para ser feliz era un árbol al que subirse, así que con 40 años se fue a vivir a la selva",añoraba época único necesitaba ser feliz árbol subirse así años vivir selva,Microficción
2077,"Besarte hasta quedar dormido, eso quiero.",registra economía aumento noviembre,Frase/Pensamiento
6756,"Sabía que ella adoraba el pan, así que como gesto romántico puso el anillo de compromiso en un muffin. Lo devoró sin darle tiempo de explicarle. Ahora, la cerrado la llave de paso y espera que su amada vaya al baño y no tenga que dar mayores explicaciones. #monoficcion",sabía adoraba pan así gesto romántico puso anillo compromiso muffin devoró darle tiempo explicarle ahora cerrado llave paso espera amada vaya baño dar mayores explicaciones monoficcion,Microficción
5527,@DagmarSola En la hora en la que tardó en pasar el siguiente autobús le dio tiempo a abrir el paquete y descubrir que a su padre le gustaba vestir lencería femenina y que tenía unos gustos muy raros.  #cuentods,dagmarsola hora tardó pasar siguiente autobús dio tiempo abrir paquete descubrir padre gustaba vestir lencería femenina gustos raros cuentods,Microficción
1704,"""Aprendí a llorar sin derramar ni una lágrima.""",aristeguienvivo presidente donald trump acaba anunciar recién reactivada cuenta twitter asistirá toma posesión joe biden detalles jjesusesquivel,Frase/Pensamiento
450,"¿Mis lágrimas? Me las trago.
¿Mis problemas? Me los guardo.
¿Mis cicatrices? Las escondo.
¿Mi sonrisa? Todos la creen.",avión indonesio personas bordo estrella mar después despegue video,Frase/Pensamiento
1216,"""Cuando existen las ganas, todo es posible.""",felizjueves impiden amlo hablar elecciones vacunas abuso adiós sigue programa completo aristeguienvivo,Frase/Pensamiento
5201,"DEPRESIÓN.
El poeta no sabía qué había hecho mal para tener que soportar una relación sana, con lo que amaba las tormentosas.",depresión poeta sabía hecho mal tener soportar relación sana amaba tormentosas,Microficción
3829,"A la salud de Edinson Cavani crea el vino ""Gracias Negrito"" | Tuit
https://t.co/9nkgrFqURE https://t.co/C5eqbFQwZj",si vuelve loco verte sonreír,Noticia
2325,Fiscalía de CDMX acusa al diputado Mauricio Toledo de enriquecimiento ilícito https://t.co/8ctgJxzam5 https://t.co/taafJzORSo,síntomas amlo vacuna sputnik llegará méxico columnaspolíticas martes,Noticia
6790,El dependiente de la sex shop había anotado ese día cuatro nuevas víctimas en su lista. Le generaba la misma excitación que odio que alguien comprara el disfraz de enfermera sensual.,dependiente sex shop anotado día cuatro nuevas víctimas lista generaba misma excitación odio alguien comprara disfraz enfermera sensual,Microficción
6681,"Esmeralda sonreía. Su marido sospechó, tarde, que algo iba mal.",esmeralda sonreía marido sospechó tarde iba mal,Microficción
583,"""¿Te doy un consejo? Nunca le falles a alguien que te quiera de verdad.""",aumentó demanda oxígeno,Frase/Pensamiento
5459,Le encantaba asustar a las parejitas que se escondían en el callejón para besarse. Cuando sucedía era la rata más feliz. #Monoficción,encantaba asustar parejitas escondían callejón besarse sucedía rata feliz monoficción,Microficción
5472,Adoraba a sus humanos asignados y su romanticismo. ¿Cómo no iba a aprovechar el gato para comerse el pescado que había en la cocina mientras se hacían arrumacos con aquella puesta de sol? #mismofinal @CajonRelatos,adoraba humanos asignados romanticismo cómo iba aprovechar gato comerse pescado cocina mientras hacían arrumacos aquella puesta sol mismofinal cajonrelatos,Microficción
2750,"""Ojalá las redes sociales se mantengan siempre con apertura, que no haya censura"": AMLO | Video https://t.co/xwHlOhOz9A https://t.co/BcZjDgqh6q",vida tan buena maestra si aprendes lección repite,Noticia
7693,SEMANA SANTA. Mientras cargaba con el paso se olvidaba de los gritos que daba su mujer cada vez que le aplicaba el ‘correctivo’.,semana santa mientras cargaba paso olvidaba gritos daba mujer cada vez aplicaba correctivo,Microficción
6904,"-¿Estás bien? -le escribió preocupado por whatsapp.
-Todo tranquilo - respondió entre cada paletada de tierra.",bien escribió preocupado whatsapp tranquilo respondió cada paletada tierra,Microficción
6389,"El telón de acero no los separó, fue una herencia. #CuentosDe10",telón acero separó herencia cuentosde10,Microficción
5181,"Lo peor de tener hijos es que, aunque sepas que es una terrible idea, acabas accediendo a su reclamo aunque sea para que se callen. Tuve que usar todo mi ingenio para transformar una cabeza zombi en una mascota maloliente, enojona y desdentada. #NaNoTribuMx #MicroNaNo #Preptubre",peor tener hijos aunque sepas terrible idea acabas accediendo reclamo aunque callen usar ingenio transformar cabeza zombi mascota maloliente enojona desdentada nanotribumx micronano preptubre,Microficción
4101,"Phoenix y el Joker, por cambiar el mundo | Artículo de @MoguelViveros 
https://t.co/vFFyOLsUQV https://t.co/mwXSYwzegE",ganas pierdo nunca,Noticia
5980,"Acostado a tu lado, con el olor a mar impregnado en el paladar, me pierdo en tus ojos, en la suavidad de tu piel con la que me deleita el tacto. Mi vida, mi verano, ¿dónde has estado?
#mismofinal",acostado lado olor mar impregnado paladar pierdo ojos suavidad piel deleita tacto vida verano dónde mismofinal,Microficción
7229,"Me sentía bastante escéptico pero decidí hacer caso. No entendía cómo podría devolverme la vitalidad esa masajista, ni siquiera me dolía la espalda, hasta que llegó el final feliz. De verdad llegué a pensar que estaba muerto, pero aquello solo supuso un principio.",sentía bastante escéptico decidí hacer caso entendía cómo podría devolverme vitalidad masajista siquiera dolía espalda llegó final feliz verdad llegué pensar muerto aquello solo supuso principio,Microficción
6888,"@megustaescribir -El murciélago salió de su cueva un martes. Aterrado de todos los depredadores con los que se cruzaba. No exageres, le decían. Es tu culpa, por batir las alas de manera tan sensual. Si te comen es por ir solo... 
-Papá, qué tontería.
-Sí, hijo, descerebrados.
#martesmge",megustaescribir murciélago salió cueva martes aterrado depredadores cruzaba exageres decían culpa batir alas manera tan sensual si comen ir solo papá tontería hijo descerebrados martesmge,Microficción
7302,Empezó la carrera un martes. Por las calles cientos de ciudadanos enloquecidos les perseguían. ¿Quién podía imaginarse que se cansaron de violaciones sin castigo y decidieron tomarse la justicia por su mano? #martesmge,empezó carrera martes calles cientos ciudadanos enloquecidos perseguían quién podía imaginarse cansaron violaciones castigo decidieron tomarse justicia mano martesmge,Microficción
5309,"@megustaescribir Un martes encendí el televisor que compré en la casa de empeños. Unos tentáculos salieron de la pantalla y me arrastraron a otra dimensión donde fui esclavizado. Un atrapa mosquitos interdimensional con el que controlan a la población humana. 
#martesmge",megustaescribir martes encendí televisor compré casa empeños tentáculos salieron pantalla arrastraron dimensión esclavizado atrapa mosquitos interdimensional controlan población humana martesmge,Microficción
6144,"@megustaescribir Se rompió la cuerda un martes, la que me unía a mi Creador. Vagué por oscuras rutas, negándome a agarrar un cabo suelto que me seguía, siempre al alcance de mi mano. Aterido y con miedo un día la rocé con los dedos. Una sonrisa cálida e invisible me dijo: te esperaba. #martesmge",megustaescribir rompió cuerda martes unía creador vagué oscuras rutas negándome agarrar cabo suelto seguía siempre alcance mano aterido miedo día rocé dedos sonrisa cálida invisible dijo esperaba martesmge,Microficción
7350,"Ella lo amaba, y él lo amaba. ¿De qué otra forma podían interpretarse sus actitudes? ""Quien bien te quiera te hará llorar"", decían, y él era experto en eso. Ella en disimular tanto amor con maquillaje. #monoficción",amaba amaba forma podían interpretarse actitudes bien quiera hará llorar decían experto disimular amor maquillaje monoficción,Microficción
